出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","108","1","2801","彰銀","11276793.00","-182703.00","6450350.00","251679.00","17796119.00","179641968.00","197438087.00"
"114/03/26","108","1","2809","京城銀","5776661.00","-204220.00","-2166713.00","-34767.00","3370961.00","13496670.00","16867631.00"
"114/03/26","108","1","2812","台中銀","5585415.00","-2016415.00","-276462.00","6785.00","3299323.00","39653064.00","42952387.00"
"114/03/26","108","1","2820","華票","--","--","--","--","--","--","--"
"114/03/26","108","1","2834","臺企銀","-1028939.00","-7410309.00","6362304.00","746.00","-2076198.00","46036673.00","43960475.00"
"114/03/26","108","1","2836","高雄銀","--","--","--","--","--","--","--"
"114/03/26","108","1","2838","聯邦銀","-28602233.00","-590717.00","-1599422.00","-225019.00","-31017391.00","88821151.00","57803760.00"
"114/03/26","108","1","2845","遠東銀","-4172185.00","141573.00","-1779332.00","68700.00","-5741244.00","34110283.00","28369039.00"
"114/03/26","108","1","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","108","1","2897","王道銀行","-1397111.00","738994.00","920340.00","10999.00","273222.00","24952785.00","25226007.00"
"114/03/26","108","1","5876","上海商銀","10945246.00","-546578.00","9270427.00","255829.00","19924924.00","166837301.00","186762225.00"
